synonyms	doi	model_treatment	msi_status	mutational_burden	ploidy	parent_id	mutation_data	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type	cancer_type_ncit_id	sampling_day	sample_treatment_details	tnm_integrated	species	HCMI
			MSS	14.33333333	2.232140757		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Oral Cavity Carcinoma	C4040				Homo Sapiens	
Line 697;EU-3			MSS	5.666666667	1.98303841		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
			MSS	5.666666667	4.264976287		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C3878				Homo Sapiens	
	10.1290/1071-2690(2001)037<0625:EACONH>2.0.CO;2	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	31.0	"Docetaxel
5-Fluorouracil
Oxaliplatin
Leucovorin"		Homo Sapiens	
U-251MG;U251n			MSS	5.933333333	2.119201993		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C60781				Homo Sapiens	
			MSS	16.36666667	1.78796491		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4878				Homo Sapiens	
			MSS	4.766666667	1.931649468		1.0	1.0	1.0	1.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
						SIDM00595	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359				Homo Sapiens	
		Camptothecin				SIDM00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
			MSS	8.333333333	3.793416604		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
BB49-SCCHN			MSS	4.433333333	2.194900435		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C34447				Homo Sapiens	
			MSS	24.93333333	2.085489058		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C3208				Homo Sapiens	
					3.190797011		1.0	0.0	0.0	1.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
	10.1038/270515a0	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3877				Homo Sapiens	
			MSS	6.533333333	2.361224437		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
			MSS	9.2	1.733488039		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
OCI-Ly07				5.666666667	1.935720171		1.0	0.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
			MSS	8.266666667	2.829888661		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hodgkin's Lymphoma	C9357				Homo Sapiens	
							0.0	1.0	1.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359				Homo Sapiens	
							0.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	5.766666667	3.169191718	SIDM01167	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C46008				Homo Sapiens	
Sci-1	10.1002/ijc.2910390116		MSS	5.3	2.001320921		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C3209				Homo Sapiens	
			MSS	11.0	3.000473759		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
			MSS	5.733333333	2.488717919		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Endometrial Carcinoma	C7359				Homo Sapiens	
					2.902647175		0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C5650				Homo Sapiens	
			MSS	13.13333333	2.474006846		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	13.9	2.811285695		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
HCC0015			MSS	24.4	1.659190536		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
MDA-435							0.0	1.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3802				Homo Sapiens	
			MSS	6.0	2.197484787		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
	10.1158/1078-0432.CCR-07-1661	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C8715				Homo Sapiens	
LXF 289L			MSS	15.46666667	2.878074509		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	9.166666667	1.938308685		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C6261				Homo Sapiens	
			MSS	8.033333333	2.724264561		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	8.666666667	2.505639065		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4872				Homo Sapiens	
JROECL21			MSS	7.4	3.067860102		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSI	70.66666667	2.021919455		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Endometrial Carcinoma	C114656				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Cell Non-Hodgkin's Lymphoma	C3720				Homo Sapiens	
	10.4161/onci.1.1.18400	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Blood Cancers	C3163				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C4452				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mesothelioma	C7376				Homo Sapiens	
H1666_DA			MSS	9.566666667	2.957840032		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2923				Homo Sapiens	
NCI-SNU-1			MSI	51.53333333	1.970485936		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4911				Homo Sapiens	
			MSS	3.733333333	1.956111311		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C34447				Homo Sapiens	
			MSS	4.933333333	2.510828467		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45663				Homo Sapiens	
			MSS	19.93333333	2.837665444		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSI	58.76666667	1.978499152		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Endometrial Carcinoma	C7359	15.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C4648				Homo Sapiens	
						SIDM00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chronic Myelogenous Leukemia	C3174		5 years with Busulfan (1979-1984)		Homo Sapiens	
Epstein-Barr-2			MSS	18.96666667	3.577455563		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3222				Homo Sapiens	
SKO3			MSI	13.73333333	3.820690477		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C7978				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3510				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
	10.1007/BF02616012	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
			MSS	6.8	1.809606521		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Cell Non-Hodgkin's Lymphoma	C3720				Homo Sapiens	
	10.1002/ijc.2910440212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mesothelioma	C45665				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	5.4	4.779817203		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	6.433333333	3.494264803	SIDM01143	1.0	1.0	0.0	1.0	0.0	0.0	1.0	Other Blood Cancers	C82217				Homo Sapiens	
				4.833333333	1.967625807		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Chondrosarcoma	C2946				Homo Sapiens	
Jijoye;P3 (Jiyoye);GM04678			MSS	9.266666667	1.98555878		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
OVCAR-420			MSS	8.966666667	2.652691472		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C7550				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C5248				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C4004				Homo Sapiens	
			MSS	6.033333333	3.763594924		1.0	1.0	1.0	1.0	0.0	0.0	1.0	T-Lymphoblastic Leukemia	C9142				Homo Sapiens	
T47D:A			MSS	5.333333333	2.776570668		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4194				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	60.6	4.420226992		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	6.833333333	1.897911915		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Oral Cavity Carcinoma	C4648				Homo Sapiens	
			MSS	4.4	4.104906724		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	11.1	2.14828044		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C7982				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
	10.1126/science.1141478	Unknown				SIDM01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	16.13333333	2.826732837		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	4.2	3.197696217		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4872				Homo Sapiens	
	10.1073/pnas.90.7.2842	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Cell Non-Hodgkin's Lymphoma	C3467				Homo Sapiens	
	10.1002/jcb.240630505	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493	11.0			Homo Sapiens	
			MSS	22.86666667	3.684066061		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
NCI-SNU-475			MSS	12.36666667	2.95492096		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
			MSS	5.366666667	4.552838561		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C60781				Homo Sapiens	
					2.277063529		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C3716				Homo Sapiens	
			MSS	15.2	2.96907123		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C40078				Homo Sapiens	
	10.1038/ki.1994.6	Transformed (HPV-16 E6/E7 oncoproteins)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33461				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Lymphoblastic Leukemia	C9142				Homo Sapiens	
HPAF-2;HPAF/CD18;CD18/HPAF;HPAF-II/CD18			MSS	5.766666667	2.551692367		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
R8866			MSS	14.7	2.008588553		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	7.0			Homo Sapiens	
			MSS	18.83333333	2.072283791		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
			MSS	9.2	3.392530043		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	11.36666667	2.584049918		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
	10.1038/sj.bjc.6695007	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4194		Unknown		Homo Sapiens	
	10.1158/2159-8290.CD-15-1442	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
		Transformed (TERT)				SIDM01886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C12468				Homo Sapiens	
			MSI	42.56666667	2.009498516		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C5243				Homo Sapiens	
	10.1007/s00441-001-0510-y	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Unknown				SIDM00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
Hu09			MSS	7.966666667	3.081906707		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Osteosarcoma	C9145				Homo Sapiens	
			MSS	4.8	3.11076623		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45662				Homo Sapiens	
			MSS	47.63333333	1.974498127		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hodgkin's Lymphoma	C9357				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C7152				Homo Sapiens	
	10.1002/jcb.240630505						0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C9160				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
MDA-231			MSS	11.76666667	2.777281576		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C5214				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	15.13333333	3.164312032		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3802				Homo Sapiens	
	10.3748/wjg.v5.i4.289	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatocellular Carcinoma	C3099		Transcatheter Arterial Embolisation		Homo Sapiens	
LN018			MSS	16.16666667	2.535260577		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
OESO_131		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	11.0	CapecitabineCisplatinEpirubicin	IIIA	Homo Sapiens	
			MSS	17.63333333	2.065513107		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4872		adriamycin and taxol		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSI	32.13333333	1.973910098		1.0	1.0	1.0	1.0	0.0	0.0	1.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
	10.3389/fonc.2013.00183	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C8971				Homo Sapiens	
			MSS	18.2	3.730669529		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C7712		Iodine-125 plaque.		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C105555				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
	10.1007/BF02623725	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
		Transformed (hTERT)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C133340				Homo Sapiens	
			MSS	4.433333333	1.680730749		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45665				Homo Sapiens	
		Unknown				SIDM00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3802				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3230				Homo Sapiens	
SJNB-13;NB13-DH			MSS	16.5	2.983514272		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
	10.1371/journal.pone.0048503	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
P30/Ohkubo;P30/0HK			MSI	45.43333333	1.885405561		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
HCT-GEO							1.0	0.0	1.0	0.0	0.0	0.0	1.0	Colorectal Carcinoma	C4910				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Unknown				SIDM01851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
	10.1093/jnci/59.1.83	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C45714				Homo Sapiens	
NCI-SNU-407	10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T		MSI	74.53333333	2.025272627		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349	20.0	5-FU + Doxorubicin + Mitomycin C		Homo Sapiens	
			MSS	12.06666667	3.050388456		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
NCC-c-Lu-134-A-H			MSS	12.86666667	2.513269321		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown				SIDM01941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioma	C60781				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C4908				Homo Sapiens	
			MSS	5.466666667	3.138133418		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C4908				Homo Sapiens	
			MSS	5.333333333	2.010371169		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C4337				Homo Sapiens	
			MSS	12.23333333	3.840197164		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4194				Homo Sapiens	
	10.1111/j.1349-7006.1996.tb02118.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSI	115.3333333	2.008443251		1.0	1.0	1.0	1.0	0.0	0.0	1.0	T-Lymphoblastic Leukemia	C9142				Homo Sapiens	
	10.1038/sj.onc.1203168	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3808				Homo Sapiens	
						SIDM00828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3043				Homo Sapiens	
	10.1046/j.0007-1048.2002.03336.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120	15.0	"Dexamethasone
5-Fluorouracil
Oxaliplatin"	IIB	Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C8971				Homo Sapiens	
			MSS	33.73333333	3.452938148		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4910				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
GM04680		Transformed (EBV)	MSS	5.266666667	1.96835778		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Cancerous	C41168				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C7966	30.0		IIIB	Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.1038/bjc.1986.273	Unknown				SIDM01869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
	10.1182/blood.V69.5.1307.1307	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
			MSI	84.7	2.6639664		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Prostate Carcinoma	C4863				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C4043				Homo Sapiens	
			MSS				0.0	1.0	0.0	0.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	17.26666667	2.43707672		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	3.833333333	2.471449922		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3222				Homo Sapiens	
OESO_040		None	MSS	17.24	1.95		1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	15.0		Unknown	Homo Sapiens	HCM-SANG-0295-C15
G361-mel			MSS	8.466666667	3.146489523		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
			MSS	5.966666667	2.636307469		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
PCI-15T			MSS	6.866666667	3.716759609		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C4943				Homo Sapiens	
			MSS	4.833333333	2.103968851		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Blood Cancers	C7873				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
	10.1002/jso.2930280320	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C9385				Homo Sapiens	
		Unknown				SIDM00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cervical Carcinoma	C4029				Homo Sapiens	
K620			MSS	5.666666667	2.893898687		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	11.73333333	3.77649252		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
			MSS	4.633333333	2.28332881		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
			MSS	12.9	3.614169561		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C5214				Homo Sapiens	
			MSS	7.4	2.751764412		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	6.966666667	3.743530018		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	6.0	2.027550549		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
	10.1002/jcb.240630505	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917	16.0			Homo Sapiens	
			MSS	11.56666667	2.802151947		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C40078		Six courses of CAP; cyclophosphamide, adriamycin and cis-platinum.		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C4817				Homo Sapiens	
PATU-T			MSS	5.966666667	2.860548876		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
