NCIT	treatment_name	description	treatment_type	drug_name	NCIT_label
http://purl.obolibrary.org/obo/NCIT_C103147	Venetoclax	"An orally bioavailable, selective small molecule inhibitor of the anti-apoptotic protein Bcl-2, with potential antineoplastic activity. Venetoclax mimics BH3-only proteins, the native ligands of Bcl-2 and apoptosis activators, by binding to the hydrophobic groove of Bcl-2 proteins thereby repressing Bcl-2 activity and restoring apoptotic processes in tumor cells. Bcl-2 protein is overexpressed in some cancers and plays an important role in the regulation of apoptosis; its expression is associated with increased drug resistance and tumor cell survival. Compared to the Bcl-2 inhibitor navitoclax, this agent does not inhibit bcl-XL and does not cause bcl-XL-mediated thrombocytopenia."	Targeted therapy	Venetoclax	Venetoclax
http://purl.obolibrary.org/obo/NCIT_C62752	Vertebroplasty	A nonsurgical method for the repair of vertebral fractures and compression due to osteoporosis in which a glue-like material is inserted into the center of the collapsed spinal vertebra in order to stabilize and strengthen the crushed bone.	Surgery	Vertebroplasty	Vertebroplasty
http://purl.obolibrary.org/obo/NCIT_C930	Vinblastine	"A natural alkaloid isolated from the plant Vinca rosea Linn. Vinblastine binds to tubulin and inhibits microtubule formation, resulting in disruption of mitotic spindle assembly and arrest of tumor cells in the M phase of the cell cycle. This agent may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)"	Chemotherapy	Vinblastine	Vinblastine
http://purl.obolibrary.org/obo/NCIT_C933	Vincristine	"A natural alkaloid isolated from the plant Vinca rosea Linn. Vincristine binds irreversibly to microtubules and spindle proteins in S phase of the cell cycle and interferes with the formation of the mitotic spindle, thereby arresting tumor cells in metaphase. This agent also depolymerizes microtubules and may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)"	Chemotherapy	Vincristine	Vincristine
http://purl.obolibrary.org/obo/NCIT_C934	Vindesine	"A synthetic derivative of vinblastine, a naturally occurring vinca alkaloid. Vindesine binds to and stabilizes tubulin, thereby interrupting tubulin polymerization and preventing the formation of the mitotic spindle and cell division; treated cells are unable to undergo mitosis and are arrested in metaphase. This agent also disrupts macromolecular synthesis. (NCI04)"	Chemotherapy	Vindesine	Vindesine
http://purl.obolibrary.org/obo/NCIT_C1275	Vinorelbine	"A semisynthetic vinca alkaloid. Vinorelbine binds to tubulin and prevents formation of the mitotic spindle, resulting in the arrest of tumor cell growth in metaphase. This agent may also interfere with amino acid, cyclic AMP. and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis."	Chemotherapy	Vinorelbine	Vinorelbine
http://purl.obolibrary.org/obo/NCIT_C79844	Volasertib	"A dihydropteridinone Polo-like kinase 1 (Plk1) inhibitor with potential antineoplastic activity. Volasertib selectively inhibits Plk1, inducing selective G2/M arrest followed by apoptosis in a variety of tumor cells while causing reversible cell arrest at the G1 and G2 stage without apoptosis in normal cells. Plk1, named after the polo gene of Drosophila melanogaster, is a serine/threonine protein kinase involved in regulating mitotic spindle function in a non-ATP competitive manner."	Targeted therapy	Volasertib	Volasertib
http://purl.obolibrary.org/obo/NCIT_C1796	Vorinostat	"A synthetic hydroxamic acid derivative with antineoplastic activity. Vorinostat, a second generation polar-planar compound, binds to the catalytic domain of the histone deacetylases (HDACs). This allows the hydroxamic moiety to chelate zinc ion located in the catalytic pockets of HDAC, thereby inhibiting deacetylation and leading to an accumulation of both hyperacetylated histones and transcription factors. Hyperacetylation of histone proteins results in the upregulation of the cyclin-dependant kinase p21, followed by G1 arrest. Hyperacetylation of non-histone proteins such as tumor suppressor p53, alpha tubulin, and heat-shock protein 90 produces additional anti-proliferative effects. This agent also induces apoptosis and sensitizes tumor cells to cell death processes. Vorinostat crosses the blood-brain barrier."	Targeted therapy	Vorinostat	Vorinostat
http://purl.obolibrary.org/obo/NCIT_C71704	Voxtalisib	"An orally bioavailable small molecule targeting the phosphatidylinositol 3 kinase (PI3K) and mammalian target of rapamycin (mTOR) kinases in the PI3K/mTOR signaling pathway, with potential antineoplastic activity. Voxtalisib inhibits both PI3K kinase and mTOR kinase, which may result in tumor cell apoptosis and growth inhibition in susceptible tumor cell populations. Activation of the PI3K/mTOR pathway promotes cell growth, survival, and resistance to chemotherapy and radiotherapy; mTOR, a serine/threonine kinase downstream of PI3K, may also be activated in a PI3K-independent fashion in response to nutrient and energy deprivation. Accordingly, this agent maybe more potent compared to an agent that inhibits either PI3K kinase or mTOR kinase alone."	Targeted therapy	Voxtalisib	Voxtalisib
http://purl.obolibrary.org/obo/NCIT_C116860	Porcupine Inhibitor WNT974	"An orally available inhibitor of porcupine (PORCN), with potential antineoplastic activity. Upon oral administration, WNT974 binds to and inhibits PORCN in the endoplasmic reticulum (ER), which blocks post-translational acylation of Wnt ligands and inhibits their secretion. This prevents the activation of Wnt ligands, interferes with Wnt-mediated signaling, and inhibits cell growth in Wnt-driven tumors. Porcupine, a membrane-bound O-acyltransferase (MBOAT), is required for the palmitoylation of Wnt ligands, and plays a key role in Wnt ligand secretion and activity. Wnt signaling is dysregulated in a variety of cancers."	Targeted therapy	Porcupine Inhibitor WNT974	WNT974
http://purl.obolibrary.org/obo/NCIT_C11602	XELIRI Regimen	"A chemotherapy regimen containing capecitabine and irinotecan used in the treatment of colorectal, esophageal and gastric cancer."	Chemotherapy	XELIRI Regimen	XELIRI Regimen
http://purl.obolibrary.org/obo/NCIT_C160005	Capecitabine Regimen	"A chemotherapy regimen consisting of capecitabine that may be used in the treatment of breast (and its metastases to the central nervous system), colon, esophageal and esophagogastric junction, gastric, hepatobiliary, ovarian, fallopian tube, primary peritoneal, and rectal cancers; and pancreatic adenocarcinoma."	Chemotherapy	Capecitabine Regimen	Xeloda 
http://purl.obolibrary.org/obo/NCIT_C160023	Denosumab Regimen	An immunotherapy regimen consisting of denosumab that may be used in the treatment of giant cell tumor (GCT) of the bone; and bone metastases from solid tumors and bone complications from plasma cell (multiple) myeloma.	Chemotherapy	Denosumab Regimen	Xgeva
http://purl.obolibrary.org/obo/NCIT_C2682	Ziv-Aflibercept	"A recombinant protein comprised of epitopes of the extracellular domains of human vascular endothelial growth factor receptors (VEGFR) fused to the constant region (Fc) of human IgG1 with potential antiangiogenic activity. Afilbercept, functioning as a soluble decoy receptor, binds to pro-angiogenic vascular endothelial growth factors (VEGFs), thereby preventing VEGFs from binding to their endogenous receptors. Disruption of the binding of VEGFs to their cellular receptors may result in the inhibition of tumor angiogenesis, metastasis, and ultimately tumor regression."	Targeted therapy	Ziv-Aflibercept	Ziv-Aflibercept
http://purl.obolibrary.org/obo/NCIT_C1699	Zoledronic Acid	"A synthetic imidazole bisphosphonate analog of pyrophosphate with anti-bone-resorption activity. A third-generation bisphosphonate, zoledronic acid binds to hydroxyapatite crystals in the bone matrix, slowing their dissolution and inhibiting the formation and aggregation of these crystals. This agent also inhibits farnesyl pyrophosphate synthase, an enzyme involved in terpenoid biosynthesis. Inhibition of this enzyme prevents the biosynthesis of isoprenoid lipids, donor substrates of farnesylation and geranylgeranylation during the post-translational modification of small GTPase signalling proteins, which are important in the process of osteoclast turnover. Decreased bone turnover and stabilization of the bone matrix contribute to the analgesic effect of zoledronic acid with respect to painful osteoblastic lesions. The agent also reduces serum calcium concentrations associated with hypercalcemia."	Chemotherapy	Zoledronic Acid	Zoledronic Acid
http://purl.obolibrary.org/obo/NCIT_C2688	abraxane		Chemotherapy	Nab-paclitaxel	abraxane
http://purl.obolibrary.org/obo/NCIT_C84865	binimetinib		Targeted therapy	Binimetinib	binimetinib
http://purl.obolibrary.org/obo/NCIT_C84865	Binimetinib	"An orally available inhibitor of mitogen-activated protein kinase kinase 1 and 2 (MEK1/2) with potential antineoplastic activity. Binimetinib, noncompetitive with ATP, binds to and inhibits the activity of MEK1/2. Inhibition of MEK1/2 prevents the activation of MEK1/2 dependent effector proteins and transcription factors, which may result in the inhibition of growth factor-mediated cell signaling. This may eventually lead to an inhibition of tumor cell proliferation and an inhibition in production of various inflammatory cytokines including interleukin-1, -6 and tumor necrosis factor. MEK1/2 are dual-specificity threonine/tyrosine kinases that play key roles in the activation of the RAS/RAF/MEK/ERK pathway and are often upregulated in a variety of tumor cell types."	Targeted therapy	Binimetinib	binimetinib-3.5mpk
http://purl.obolibrary.org/obo/NCIT_C1723	cetuximab		Targeted therapy	Cetuximab	cetuximab
http://purl.obolibrary.org/obo/NCIT_C405	cyclophosphamide		Chemotherapy	Cyclophosphamide	cyclophosphamide
http://purl.obolibrary.org/obo/NCIT_C411	dacarbazine		Chemotherapy	Dacarbazine	dacarbazine
http://purl.obolibrary.org/obo/NCIT_C456	doxorubicin		Chemotherapy	Doxorubicin	doxorubicin
http://purl.obolibrary.org/obo/NCIT_C98283	encorafenib		Targeted therapy	Encorafenib	encorafenib
http://purl.obolibrary.org/obo/NCIT_C65530	erlotinib		Targeted therapy	Erlotinib	erlotinib
http://purl.obolibrary.org/obo/NCIT_C48387	everolimus		Targeted therapy	Everolimus	everolimus
http://purl.obolibrary.org/obo/NCIT_C52187	figitumumab		Targeted therapy	Figitumumab	figitumumab
http://purl.obolibrary.org/obo/NCIT_C66876	gemcitabine		Chemotherapy	Gemcitabine	gemcitabine
http://purl.obolibrary.org/obo/NCIT_C78856	mTOR Kinase Inhibitor AZD8055	"An inhibitor of the mammalian target of rapamycin (mTOR) with potential antineoplastic activity. mTOR kinase inhibitor AZD8055 inhibits the serine/threonine kinase activity of mTOR, resulting in decreased expression of mRNAs necessary for cell cycle progression, which may induce cell cycle arrest and tumor cell apoptosis. mTOR phosphorylates transcription factors, such as S6K1 and 4E-BP1, which stimulate protein synthesis and regulate cell growth, proliferation, motility, and survival."	Targeted therapy	mTOR Kinase Inhibitor AZD8055	mTOR Kinase Inhibitor AZD8055
