model_id,passage_range,treatment_name,treatment_type,treatment_dose,administration_route,treatment_schedule,treatment_length,treatment_response,response_classification,platform_id,provider
NIBRX-3450,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3077,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-4888,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5355,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-6047,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4347,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4824,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4949,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5975,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,partial response,,drugdosing,DFCI-CPDM
NIBRX-5249,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5502,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1631,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2780,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,complete response,,drugdosing,DFCI-CPDM
NIBRX-2640,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,complete response,,drugdosing,DFCI-CPDM
NIBRX-4567,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,complete response,,drugdosing,DFCI-CPDM
NIBRX-3201,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1916,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3468,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2082,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1156,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1172,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1499,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1658,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1834,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1934,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1980,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1993,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2042,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1323,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1442,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1586,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1787,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1725,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1835,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1870,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3843,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3237,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1823,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2017,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1683,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4819,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3029,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2088,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,complete response,,drugdosing,DFCI-CPDM
NIBRX-2780,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1298,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1371,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1407,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1468,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1600,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1921,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2344,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2487,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1286,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1004,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1828,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2640,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2524,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1832,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2353,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3077,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3697,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5249,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4888,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2195,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3450,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1383,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5502,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1631,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3078,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5355,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-6047,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4347,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4824,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4949,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1008,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,partial response,,drugdosing,DFCI-CPDM
NIBRX-3873,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,partial response,,drugdosing,DFCI-CPDM
NIBRX-3298,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,complete response,,drugdosing,DFCI-CPDM
NIBRX-5975,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,complete response,,drugdosing,DFCI-CPDM
NIBRX-4567,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,complete response,,drugdosing,DFCI-CPDM
NIBRX-3201,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1916,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3468,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2082,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1156,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1172,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1499,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1586,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1787,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1834,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1934,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1980,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1993,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2042,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1323,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1442,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1835,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1725,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1870,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1658,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3237,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1823,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2017,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3843,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1683,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3029,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4819,,paclitaxel,treatment,12.5 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1383,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1004,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1008,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1371,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1407,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1468,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1600,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1631,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1828,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1921,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2344,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2487,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2640,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1286,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1832,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2353,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2524,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2780,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1298,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2195,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3077,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3078,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3298,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3450,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3697,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3873,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4888,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5355,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5975,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-6047,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4347,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4567,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4824,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4949,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5249,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5502,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3201,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1916,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3468,,tamoxifen,treatment,60 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2602,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2700,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3880,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4426,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3127,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4455,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4668,,TAS266,treatment,40 mg/kg,intravenous,weekly,,complete response,,drugdosing,DFCI-CPDM
NIBRX-4849,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2613,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2163,,TAS266,treatment,40 mg/kg,intravenous,weekly,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3486,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4339,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3746,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3676,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2921,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4832,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4644,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3503,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4538,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1655,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3773,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2306,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1906,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2753,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4157,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4530,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3211,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2838,,TAS266,treatment,40 mg/kg,intravenous,weekly,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5189,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2723,,TAS266,treatment,40 mg/kg,intravenous,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5205,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2220,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2026,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2339,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3028,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3268,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2428,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2564,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4226,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4316,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3898,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3990,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4018,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4377,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4649,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2684,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2997,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1948,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4215,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2081,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3052,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4676,,trametinib,treatment,2 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3782,,trametinib,treatment,2 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3800,,trametinib,treatment,2 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3816,,trametinib,treatment,2 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3038,,trametinib,treatment,2 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3947,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3846,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2470,,trametinib,treatment,2 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
